nome,preco,oferta,gramagem,categoria,data_ini,data_fim,source,date,supermarket,tablode_link,supermarket_latitude,supermarket_longitude
Fralda Personal Baby Pants Premium,107.39,30% de desconto,,Fraldas,13/09/2024,26/09/2024,51021faed62c3b65e772d6d52586f36dc07e2afa-0003.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Fralda Personal Baby Pants Mega,75.69,30% de desconto,,Fraldas,13/09/2024,26/09/2024,51021faed62c3b65e772d6d52586f36dc07e2afa-0003.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Sabonete líquido Granado Bebê,17.35,,,Higiene,13/09/2024,26/09/2024,51021faed62c3b65e772d6d52586f36dc07e2afa-0003.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Fralda-calça MamyPoko,90.99,Leve 3 Pague 2,,Fraldas,13/09/2024,26/09/2024,51021faed62c3b65e772d6d52586f36dc07e2afa-0003.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Lenço umedecido MamyPoko,25.9,,,Higiene,13/09/2024,26/09/2024,51021faed62c3b65e772d6d52586f36dc07e2afa-0003.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Sabonete Carrefour My Baby,2.89,,90g,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Sabonete líquido Carrefour My Baby,5.99,,200ml,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Lenço umedecido Carrefour My Baby,19.99,Leve 4 Pague 3,48 unidades,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Escova dental infantil Oral-B Mickey,19.9,,4 unidades,Higiene Bucal,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Creme ou gel dentais Oral-B Kids,8.29,50% de desconto na 2ª unidade,50g,Higiene Bucal,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Kit shampoo + condicionador Trá Lá Lá Kids,19.9,,480ml,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Curativos Band-Aid,,20% de desconto,10/40 unidades,Cuidados,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Linha Pampers O Boticário,,20% de desconto,,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
"Shampoos, condicionadores e creme para pentear Seda Juntinhos",,50% de desconto na 2ª unidade,,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
"Linha de sabonetes líquidos, shampoos e condicionadores Dove Baby",,50% de desconto na 2ª unidade,,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Gel dental Colgate Tandy,8.99,Leve 3 Pague 2,50g,Higiene Bucal,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Escova dental Colgate Tandy,10.99,20% de desconto,2 unidades,Higiene Bucal,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Sabonetes em barra ou líquidos Palmolive Kids,,Leve 3 Pague 2,,Higiene Pessoal,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Toda a linha Protex Baby,,Leve 3 Pague 2,,Higiene Infantil,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Cremes para assaduras Hipoglós,,30% de desconto,,Cuidados com a Pele,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Shampoo ou Condicionador Palmolive Kids,,50% de desconto na 2ª unidade,,Higiene Infantil,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Loção Johnson's Baby Antimosquito,70.29,30% de desconto,200ml,Cuidados com a Pele,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Loção hidratante Johnson's Baby,35.19,30% de desconto,200ml,Cuidados com a Pele,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Óleo Johnson's Baby,53.19,30% de desconto,200ml,Cuidados com a Pele,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Refis de sabonetes líquidos Johnson's,,20% de desconto,,Higiene Pessoal,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Condicionadores Johnson's,,20% de desconto,200ml/400ml,Higiene Infantil,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Lenço umedecido Johnson's Limpeza e suavidade,11.99,,44 unidades,Higiene Infantil,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Composto lácteo Ninho Fases Nestlé 1+,42.9,True,800g,Leite em pó,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Composto lácteo Ninho Fases Nestlé 3+,42.9,True,800g,Leite em pó,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Composto lácteo Nestonutri Nestlé,42.99,True,800g,Leite em pó,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Fórmula infantil Nanlac Confor Nestlé,55.35,True,800g,Fórmula infantil,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Composto lácteo Neslac Confor Nestlé,49.9,True,800g,Leite em pó,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Mingau Maizena Sabores,5.65,True,180g,Mingau,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Mingau Cremogema Maizena Tradicional,9.99,True,380g,Mingau,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Mingau Cremogema Maizena Tradicional,12.85,True,550g,Mingau,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Cereal Mucilon Nestlé Sabores,6.69,True,180g,Cereal infantil,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Cereal Mucilon Nestlé Sabores,13.4,True,400g,Cereal infantil,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Cereal Mucilon Nestlé Multicereais/Arroz e aveia,19.6,True,600g,Cereal infantil,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Biscoito Infantil Mucilon Nestlé Sabores,2.99,True,35g,Biscoito infantil,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
"Lava-roupas em pó Casa KM Roupas delicadas, Coco",20.69,True,400g,Lavanderia,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Lava-roupas líquido Ola Fragrâncias,11.39,True,500ml,Lavanderia,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Lava-roupas líquido Ola Tipos,20.6,True,1 litro,Lavanderia,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Amaciante Soft Plus Bebê Fragrâncias,6.69,True,500ml,Lavanderia,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Loção repelente Off! Baby,29.79,True,117g,Cuidados com o bebê,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Caixa organizadora Agraplast,16.19,True,6 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Caixa organizadora Stylo Cristal,29.99,True,20 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Caixa organizadora Stylo Agraplast,44.99,True,30 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
"Cesta organizadora Lilly Carrefour, Sortida",14.99,True,4 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
"Cesta organizadora Lilly Carrefour, Sortida",34.99,True,22 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
"Caixa organizadora Gran Plastútil, Cristal",24.99,True,"5,2 litros",Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
"Caixa organizadora Gran Plastútil, Cristal",44.99,True,"19,8 litros",Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Caixa organizadora Gran Plastútil Cristal,53.99,True,29 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Conjunto de cabides infantis Carrefour,9.99,True,10 unidades,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Conjunto de cabides infantis de madeira Carrefour,10.99,True,3 unidades,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Colchão Physical Baby Ortobom,159.9,True,60x130x10cm,Móveis,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Colchão Physical Baby Ortobom,179.9,True,70x130x10cm,Móveis,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Body básico manga longa ou curta Licenciado,19.99,A partir de,,Roupas de bebê,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Body fantasia Licenciado ou Tex,19.99,A partir de,,Roupas de bebê,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Macacão longo Licenciado ou Tex,45.99,A partir de,,Roupas de bebê,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Body básico manga longa ou curta Tex,19.99,A partir de,,Roupas de bebê,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Mantas,,20% de desconto,,Acessórios de bebê,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Tapete interativo Ibimboo,129.99,,,Brinquedos,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Assento redutor Styll,10.99,,,Acessórios de banheiro,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Assento para auto booster Multikids,99.99,,,Cadeiras de auto,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Cadeira para auto Trio,299.0,,,Cadeiras de auto,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Cadeira para auto Kalle,389.0,,,Cadeiras de auto,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Cadeira para auto Trio Personagens Mickey/Minnie,369.0,,,Cadeiras de auto,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Cadeira para auto Kalle Disney Personagens Mickey/Minnie,459.0,,,Cadeiras de auto,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Brasilia Sul,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BSB/152147,-15.825589249512372,-47.93124294310815
Detergente líquido Qualitá,2.29,+20% com o cartão do pão,500 ml,Limpeza,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Limpador perfumado Casa & Perfume,8.49,,1 litro,Limpeza,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Limpador cremoso Cif,13.99,,450 ml,Limpeza,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Detergente em pó Omo,14.59,,800 g,Limpeza,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Amaciante de roupas Downy,22.99,,1 litro,Limpeza,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Lava-roupas líquido Omo Ultra Power,27.99,,"1,8 litro",Limpeza,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Papel higiênico folha dupla Neve Toque da Seda,21.99,,12 rolos de 30 m cada,Higiene,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Fralda descartável Pampers Confort Sec,69.99,,"Tamanho G, 38 unidades",Higiene,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Toalha umedecida Pampers,15.99,,48 unidades,Higiene,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Shampoo Pantene,20.99,,400 ml,Higiene,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Pack sabonete Dove,20.99,Leve Mais Pague Menos,6 unidades de 90 g cada,Higiene,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Escova dental Qualitá Supreme Soft,27.99,+20% com o cartão do pão,2 unidades,Higiene,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Areia higiênica para gatos Pipicat,16.99,,4 kg,Pet,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Alimento para cães adultos Pedigree,22.99,,900 g,Pet,05/09/2024,18/09/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/4_old.jpg,,
Macarrão instantâneo Cup Noodles,3.99,5.49,69 g,Alimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Salsicha hot dog Sadia,12.9,16.79,500 g,Alimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Nuggets de frango Sadia,7.99,10.79,300 g,Alimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
Lasanha Sadia,16.99,19.9,600 g,Alimentos,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/3.jpg,,
